parliament,bill_number,bill_title,url_title,sponsor_name1,sponsor_title1,sponsor_name2,sponsor_title2,sponsor_name3,sponsor_title3,sponsor_name4,sponsor_title4,sponsor_name5,sponsor_title5,sponsor_name6,sponsor_title6,sponsor_name7,sponsor_title7,sponsor_name8,sponsor_title8
"43rd Parliament, 1st Session",87,"Vital Statistics Amendment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-87,"Armstrong, Teresa J.",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",88,"Protecting Ontarians by Enhancing Gas Station Safety to Prevent Gas and Dash Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-88,"Anand, Deepak",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",89,"Anti-Scab Labour Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-89,"Gates, Wayne",,"Gélinas, France",,"French, Jennifer K.",,"Gretzky, Lisa",,"West, Jamie",,,,,,,
"43rd Parliament, 1st Session",90,"Anti-Scab Labour Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-90,"Gélinas, France",,"French, Jennifer K.",,"Gretzky, Lisa",,"West, Jamie",,,,,,,,,
"43rd Parliament, 1st Session",91,"Less Red Tape, Stronger Economy Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-91,"Gill, Parm",Minister of Red Tape Reduction,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",92,"Transparent and Accountable Health Care Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-92,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",93,"Joshua's Law (Lifejackets for Life), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-93,"Ghamari, Goldie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",94,"Keeping 2SLGBTQI+ Communities Safe Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-94,"Wong-Tam, Kristyn",,"Andrew, Jill",,"Kernaghan, Terence",,"Vaugeois, Lise",,,,,,,,,
"43rd Parliament, 1st Session",95,"Making the Patient Ombudsman an Officer of the Assembly Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-95,"Fraser, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",96,"Ministry of Correctional Services Amendment Act (Parole), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-96,"Yakabuski, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",97,"Helping Homebuyers, Protecting Tenants Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-97,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",98,"Better Schools and Student Outcomes Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-98,"Lecce, Hon. Stephen",Minister of Education,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",99,"Garrett's Legacy Act (Requirements for Movable Soccer Goals), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-99,"Bresee, Ric",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",100,"Strengthening Members' Integrity Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-100,"Stiles, Marit",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",101,"Advocate for Older Adults Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-101,"Vaugeois, Lise",,"Lindo, Laura Mae",,,,,,,,,,,,,
"43rd Parliament, 1st Session",102,"Strengthening Safety and Modernizing Justice Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-102,"Kerzner, Hon. Michael S.",Solicitor General,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",103,"Smoke-Free Ontario Amendment Act (Vaping is not for Kids), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-103,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",104,"10 Paid Sick Days for Ontario Workers Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-104,"Fraser, John",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",105,"Assessing Fitness to Drive Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-105,"Mantha, Michael",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",106,"Better Enforcement of the Tobacco Tax Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-106,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",107,"9-1-1 Everywhere in Ontario Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-107,"Gélinas, France",,"Mamakwa, Sol",,"Vanthof, John",,"Vaugeois, Lise",,,,,,,,,
"43rd Parliament, 1st Session",108,"Education Statute Law Amendment Act (Fetal Alcohol Spectrum Disorder), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-108,"Hsu, Ted",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",109,"Hands Off the Greenbelt Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-109,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",110,"No More Highways in the Greenbelt Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-110,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",111,"No More Pits or Quarries in the Greenbelt Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-111,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",112,"Hazel McCallion Act (Peel Dissolution), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-112,"Clark, Steve",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",113,"Mount Pleasant Public Cemeteries Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-113,"Bell, Jessica",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",114,"Safe Night Out Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-114,"Sattler, Peggy",,"Wong-Tam, Kristyn",,,,,,,,,,,,,
"43rd Parliament, 1st Session",115,"Harvest Season Road Safety Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-115,"Flack, Hon. Rob",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",116,"Health Protection and Promotion Amendment Act (Sodium Content), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-116,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",117,"Skilled Trades Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-117,"Smith, David",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",118,"Injured Workers Day Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-118,"West, Jamie",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",119,"Provincial Day Against Gun Violence in Ontario Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-119,"Glover, Chris",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",120,"Liability for Climate-Related Harms Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-120,"Tabuns, Peter",,"Begum, Doly",,"Bell, Jessica",,"Shaw, Sandy",,,,,,,,,
"43rd Parliament, 1st Session",121,"Improving Dementia Care in Ontario Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-121,"Smith, Laura",,"Kusendova-Bashta, Natalia",,,,,,,,,,,,,
"43rd Parliament, 1st Session",122,"Ontario Consumer Watchdog Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-122,"Rakocevic, Tom",,"Karpoche, Bhutila",,"Fife, Catherine",,"Begum, Doly",,,,,,,,,
"43rd Parliament, 1st Session",123,"Erin's Law (Child Sexual Abuse Prevention and Reporting), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-123,"Quinn, Nolan",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",124,"Stopping the Misuse of Non-Disclosure Agreements Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-124,"Wong-Tam, Kristyn",,"Karpoche, Bhutila",,"Pasma, Chandra",,"Sattler, Peggy",,,,,,,,,
"43rd Parliament, 1st Session",125,"Life Leases Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-125,"Khanjin, Hon. Andrea",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",126,"Ban iGaming Advertising Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-126,"Gélinas, France",,"Taylor, Monique",,"Gretzky, Lisa",,"Rakocevic, Tom",,,,,,,,,
"43rd Parliament, 1st Session",127,"Captain Craig Bowman Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-127,"Burch, Jeff",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",128,"Disability Pride Month Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-128,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",129,"Rare Disease Strategy Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-129,"Karpoche, Bhutila",,"Gélinas, France",,"Andrew, Jill",,,,,,,,,,,
"43rd Parliament, 1st Session",130,"Oil, Gas and Salt Resources Amendment Act (Anti-Fracking), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-130,"Tabuns, Peter",,"Bell, Jessica",,"Begum, Doly",,"Shaw, Sandy",,,,,,,,,
"43rd Parliament, 1st Session",131,"Transportation for the Future Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-131,"Surma, Hon. Kinga",Minister of Infrastructure,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",132,"Supporting Economic Recovery and Renewal in the Niagara Region Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-132,"Gates, Wayne",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",133,"Kids' Online Safety and Privacy Month Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-133,"Collard, Lucille",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",134,"Affordable Homes and Good Jobs Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-134,"Calandra, Hon. Paul",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",135,"Convenient Care at Home Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-135,"Jones, Hon. Sylvia",Minister of Health,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",136,"Greenbelt Statute Law Amendment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-136,"Calandra, Hon. Paul",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",137,"Planning for Your Silver Years Awareness Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-137,"Wai, Daisy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",138,"Change of Name Amendment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-138,"Scott, Laurie",,"Smith, Laura",,,,,,,,,,,,,
"43rd Parliament, 1st Session",139,"Less Red Tape, More Common Sense Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-139,"Gill, Parm",Minister of Red Tape Reduction,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",140,"Improving Air Quality for Our Children Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-140,"Pasma, Chandra",,"Armstrong, Teresa J.",,"Karpoche, Bhutila",,,,,,,,,,,
"43rd Parliament, 1st Session",141,"Life Leases Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-141,"Rae, Matthew",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",142,"Better for Consumers, Better for Businesses Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-142,"McCarthy, Hon. Todd J.",Minister of Public and Business Service Delivery,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",143,"Harvest Season Road Safety Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-143,"Harris, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",144,"Healthcare Staffing Agencies Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-144,"Gélinas, France",,"Gates, Wayne",,,,,,,,,,,,,
"43rd Parliament, 1st Session",145,"Bird-Safe Windows Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-145,"Glover, Chris",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",146,"Building a Strong Ontario Together Act (Budget Measures), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-146,"Bethlenfalvy, Hon. Peter",Minister of Finance,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",147,"Protecting our Crowns (Training Requirements with respect to Black, Indigenous, Racialized, Natural and Textured Hair Types) Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-147,"Andrew, Jill",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",148,"Cleaning Up Corruption Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-148,"Glover, Chris",,"Stiles, Marit",,,,,,,,,,,,,
"43rd Parliament, 1st Session",149,"Working for Workers Four Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-149,"Piccini, Hon. David","Minister of Labour, Immigration, Training and Skills Development",,,,,,,,,,,,,,
"43rd Parliament, 1st Session",150,"Planning Statute Law Amendment Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-150,"Calandra, Hon. Paul",Minister of Municipal Affairs and Housing,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",151,"Improving Real Estate Management Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-151,"Surma, Hon. Kinga",Minister of Infrastructure,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",152,"Chad’s Law (Enforcing Safer Passing), 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-152,"Bourgouin, Guy",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",153,"Building Infrastructure Safely Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-153,"McCarthy, Hon. Todd J.",Minister of Public and Business Service Delivery,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",154,"New Deal for Toronto Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-154,"Bethlenfalvy, Hon. Peter",Minister of Finance,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",155,"Agricultural Research Institute of Ontario Amendment Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-155,"Thompson, Hon. Lisa M.","Minister of Agriculture, Food and Rural Affairs",,,,,,,,,,,,,,
"43rd Parliament, 1st Session",156,"Homes You Can Afford in the Communities You Love Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-156,"Schreiner, Mike",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",157,"Enhancing Access to Justice Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-157,"Downey, Hon. Doug",Attorney General,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",158,"Group of Seven Day Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-158,"Riddell, Brian",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",159,"Preventing Unethical Puppy Sales Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-159,"Kerzner, Hon. Michael S.",Solicitor General,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",160,"Climate Crisis Health Action Plan Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-160,"Karpoche, Bhutila",,"Tabuns, Peter",,,,,,,,,,,,,
"43rd Parliament, 1st Session",161,"Eastern Orthodox Christian Week Act, 2023",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-161,"Rakocevic, Tom",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",162,"Get It Done Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-162,"Sarkaria, Hon. Prabmeet Singh",Minister of Transportation,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",163,"Relief for Renters Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-163,"Hazell, Andrea",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",164,"Massage Therapy Day Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-164,"Gélinas, France",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",165,"Keeping Energy Costs Down Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-165,"Smith, Hon. Todd",Minister of Energy,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",166,"Strengthening Accountability and Student Supports Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-166,"Dunlop, Hon. Jill",Minister of Colleges and Universities,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",167,"Orthodox Christian Week Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-167,"Rakocevic, Tom",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",168,"Stormwater Flood Prevention Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-168,"McCrimmon, Karen",,,,,,,,,,,,,,,
"43rd Parliament, 1st Session",169,"Removing Red Tape for Homeowners (No More Pushy, High-Pressure HVAC Scams) Act, 2024",https://www.ola.org/en/legislative-business/bills/parliament-43/session-1/bill-169,"Kernaghan, Terence",,"Fife, Catherine",,"Karpoche, Bhutila",,"Rakocevic, Tom",,,,,,,,,
